GarageArea,OverallQual,OverallCond,KitchenQual,BsmtExposure,BsmtFinType1,GarageFinish,GrLivArea_log,TotalBsmtSF_log,LotArea_log,SalePrice
-0.8638372713165864,-0.8204445578548297,0.37221730085603477,2,1.0,3.0,2.0,-0.2925842646917185,0.37465015418400366,-0.16702564804038447,145000
-0.4562639668430008,-0.08893368489724114,1.2686086563196408,2,1.0,1.0,2.0,0.25059724499814046,-0.0699453265965105,-0.3013097979904961,178000
-2.2571692656797744,-0.8204445578548297,1.2686086563196408,2,1.0,1.0,,-1.8162419502798304,-0.07330635968224121,-0.08204603490586365,85000
-1.119755392730233,-0.8204445578548297,1.2686086563196408,3,1.0,5.0,1.0,0.609851000899366,-0.1494131903458327,-0.46539973189221706,175000
-0.7974881287278631,-0.8204445578548297,0.37221730085603477,3,1.0,2.0,1.0,0.47443553006553213,0.15351124731010254,-1.1711755732447093,127000
0.3588826421041703,-0.8204445578548297,1.2686086563196408,2,1.0,5.0,1.0,-1.4633680374283384,0.0304388380288061,0.13135392159870454,149900
-0.36147947743053904,-0.08893368489724114,-0.5241740546075712,3,3.0,1.0,3.0,0.22923034273128023,-0.20877994199293856,0.5089643177790679,174000
-1.119755392730233,-1.5519554308124182,2.165000011783247,3,1.0,4.0,1.0,-0.6873496578099906,-0.07330635968224121,-1.0093588080515428,125500
0.47262402939912446,-0.08893368489724114,0.37221730085603477,3,1.0,,3.0,-0.05241181297117555,0.44526103694138386,0.5378376629409416,175500
-0.010776866604430547,1.374088061017936,-0.5241740546075712,3,3.0,1.0,,0.1018467767935591,0.4906131791965267,0.0002051269047474204,225000
-1.119755392730233,-0.08893368489724114,-0.5241740546075712,2,4.0,2.0,1.0,-1.399447783272434,-0.05332700499459606,-0.16702564804038447,129000
0.036615378101800336,-0.8204445578548297,-0.5241740546075712,2,3.0,5.0,2.0,-0.8719846520810517,0.1517673989592947,0.7369745271752285,159950
0.008180031278061805,0.6425771880603474,-0.5241740546075712,2,1.0,5.0,2.0,0.30811934784827955,0.34490830514123894,0.5039198624472631,157000
0.04609382704304651,0.6425771880603474,0.37221730085603477,2,1.0,4.0,1.0,0.9634628267958654,-0.10530035658949026,0.7656521765591887,205000
0.2451412548092162,0.6425771880603474,-0.5241740546075712,2,1.0,1.0,1.0,-0.6611182141151101,0.26630089385697686,0.0914422034052688,140000
-0.4088717221367699,-0.08893368489724114,-0.5241740546075712,3,1.0,1.0,2.0,1.3659451395346447,0.13946434170102204,-0.24508139144577656,200000
-0.12451825389938466,-0.08893368489724114,-0.5241740546075712,3,2.0,,1.0,1.3551930837389494,0.6604641266167962,1.606636878075897,217000
1.1550723531688492,-0.8204445578548297,1.2686086563196408,2,1.0,2.0,2.0,-1.7074909670055616,-0.041333488211268934,-0.20542507231617016,125000
-0.17191049860561555,-0.08893368489724114,0.37221730085603477,2,1.0,4.0,3.0,-0.04387053403209873,-0.200978201377355,-0.2736000370089064,159500
0.6621930082240479,-0.08893368489724114,-0.5241740546075712,2,1.0,5.0,3.0,0.40163711470596514,0.55404523902396,0.5893411804024302,184000
-1.3093243715551568,-0.8204445578548297,-0.5241740546075712,2,1.0,1.0,1.0,-1.843084972967805,-0.10530035658949026,0.28215226746397376,96500
2.330400021883375,-0.8204445578548297,-0.5241740546075712,2,1.0,2.0,,1.8223231703699105,0.3285844407371976,0.4649135448110726,200000
-1.1908437597895796,-0.8204445578548297,0.37221730085603477,2,1.0,1.0,1.0,0.26026009409692635,0.1673409939701401,-0.7423800445243534,149000
-0.3946540487249007,-0.08893368489724114,-0.5241740546075712,3,1.0,,3.0,0.07735707820867646,-0.08801854574421313,0.2157992826484869,178900
0.3731003155160396,0.6425771880603474,-0.5241740546075712,3,1.0,,2.0,-0.5685144228244998,0.27546846088938753,0.18645901082571656,184900
0.2451412548092162,0.6425771880603474,-0.5241740546075712,3,1.0,1.0,2.0,-0.4444014342618772,-0.28935464516191217,-1.4852640898003169,164700
